,id,display_name,created_date_time,description,membership_type,web_url,group_id
57,19:AGRWXvWzFZWWvHB3BIb5GGjLzHzoh2wkNRebvOjp1VE1@thread.tacv2,General,2023-09-21T09:42:43.463Z,FIVR 23/24 E-Tutoren (intern),standard,https://teams.microsoft.com/l/channel/19%3AAGRWXvWzFZWWvHB3BIb5GGjLzHzoh2wkNRebvOjp1VE1%40thread.tacv2/FIVR%2023%2F24%20E-Tutoren%20%28intern%29?groupId=52f68d25-932a-429a-9ac9-329d40e74af7&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True&ngc=True,52f68d25-932a-429a-9ac9-329d40e74af7
58,19:3d565bd5d4d143058b078e44ca7914ca@thread.tacv2,E-Tutor,2023-10-12T14:40:22.084Z,Diesen Kanal können wir für die Kommunikation mit unserer E-Tutorin Celine und Mattis Altmann nutzen. Somit sind diese wichtigen Nachrichten und neue Aufgaben übersichtlich an einem Ort.,standard,https://teams.microsoft.com/l/channel/19%3A3d565bd5d4d143058b078e44ca7914ca%40thread.tacv2/E-Tutor?groupId=97a25105-777b-4fc8-92e3-d01e82b8d850&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True,97a25105-777b-4fc8-92e3-d01e82b8d850
59,19:8eac6044d8734397a41f85dadc7e3839@thread.tacv2,Aufgaben,2023-10-17T07:23:09.743Z,Hier werden die Aufgaben reingestellt. Für Fragen oder Anregungen zu den Aufgaben ab jetzt bitte diesen Channel nutzen.,standard,https://teams.microsoft.com/l/channel/19%3A8eac6044d8734397a41f85dadc7e3839%40thread.tacv2/Aufgaben?groupId=97a25105-777b-4fc8-92e3-d01e82b8d850&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True,97a25105-777b-4fc8-92e3-d01e82b8d850
60,19:90863838913d4b2bb26fafba3085bd32@thread.tacv2,Meetings,2023-10-12T17:50:14.031Z,"Dieser Kanal soll für uns ein Ort sein um Meetings zu planen und auch hier abzuhalten. Damit können wir verhindern, dass die anderen Kanäle zu unübersichtlich werden.",standard,https://teams.microsoft.com/l/channel/19%3A90863838913d4b2bb26fafba3085bd32%40thread.tacv2/Meetings?groupId=97a25105-777b-4fc8-92e3-d01e82b8d850&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True,97a25105-777b-4fc8-92e3-d01e82b8d850
61,19:nb4zpI03ZspFhF6dj23KFK5tFhOve6Sp4L6_jV7RozY1@thread.tacv2,General,2023-09-21T09:40:42.402Z,G5 FIVR 23/24,standard,https://teams.microsoft.com/l/channel/19%3Anb4zpI03ZspFhF6dj23KFK5tFhOve6Sp4L6_jV7RozY1%40thread.tacv2/G5%20FIVR%2023%2F24?groupId=97a25105-777b-4fc8-92e3-d01e82b8d850&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True,97a25105-777b-4fc8-92e3-d01e82b8d850
62,19:3d565bd5d4d143058b078e44ca7914ca@thread.tacv2,E-Tutor,2023-10-12T14:40:22.084Z,Diesen Kanal können wir für die Kommunikation mit unserer E-Tutorin Celine und Mattis Altmann nutzen. Somit sind diese wichtigen Nachrichten und neue Aufgaben übersichtlich an einem Ort.,standard,https://teams.microsoft.com/l/channel/19%3A3d565bd5d4d143058b078e44ca7914ca%40thread.tacv2/E-Tutor?groupId=97a25105-777b-4fc8-92e3-d01e82b8d850&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True&ngc=True,97a25105-777b-4fc8-92e3-d01e82b8d850
63,19:8eac6044d8734397a41f85dadc7e3839@thread.tacv2,Aufgaben,2023-10-17T07:23:09.743Z,Hier werden die Aufgaben reingestellt. Für Fragen oder Anregungen zu den Aufgaben ab jetzt bitte diesen Channel nutzen.,standard,https://teams.microsoft.com/l/channel/19%3A8eac6044d8734397a41f85dadc7e3839%40thread.tacv2/Aufgaben?groupId=97a25105-777b-4fc8-92e3-d01e82b8d850&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True&ngc=True,97a25105-777b-4fc8-92e3-d01e82b8d850
64,19:90863838913d4b2bb26fafba3085bd32@thread.tacv2,Meetings,2023-10-12T17:50:14.031Z,"Dieser Kanal soll für uns ein Ort sein um Meetings zu planen und auch hier abzuhalten. Damit können wir verhindern, dass die anderen Kanäle zu unübersichtlich werden.",standard,https://teams.microsoft.com/l/channel/19%3A90863838913d4b2bb26fafba3085bd32%40thread.tacv2/Meetings?groupId=97a25105-777b-4fc8-92e3-d01e82b8d850&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True&ngc=True,97a25105-777b-4fc8-92e3-d01e82b8d850
65,19:nb4zpI03ZspFhF6dj23KFK5tFhOve6Sp4L6_jV7RozY1@thread.tacv2,General,2023-09-21T09:40:42.402Z,G5 FIVR 23/24,standard,https://teams.microsoft.com/l/channel/19%3Anb4zpI03ZspFhF6dj23KFK5tFhOve6Sp4L6_jV7RozY1%40thread.tacv2/G5%20FIVR%2023%2F24?groupId=97a25105-777b-4fc8-92e3-d01e82b8d850&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True&ngc=True,97a25105-777b-4fc8-92e3-d01e82b8d850
66,19:18e8f1a306664dc788f3b88de2284fdb@thread.tacv2,C1,2023-10-17T09:11:19.502Z,,standard,https://teams.microsoft.com/l/channel/19%3A18e8f1a306664dc788f3b88de2284fdb%40thread.tacv2/C1?groupId=e13f70ef-d850-4916-8bed-c4e6d9bf65c0&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True,e13f70ef-d850-4916-8bed-c4e6d9bf65c0
67,19:4bd34761531e4cd29f72df058e2e74c9@thread.tacv2,C2,2023-10-17T09:11:30.633Z,,standard,https://teams.microsoft.com/l/channel/19%3A4bd34761531e4cd29f72df058e2e74c9%40thread.tacv2/C2?groupId=e13f70ef-d850-4916-8bed-c4e6d9bf65c0&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True,e13f70ef-d850-4916-8bed-c4e6d9bf65c0
68,19:5e60b97ac3e44bd0adc78189b7ebc029@thread.tacv2,A2 Brainstorming,2023-10-12T07:51:28.489Z,,standard,https://teams.microsoft.com/l/channel/19%3A5e60b97ac3e44bd0adc78189b7ebc029%40thread.tacv2/A2%20Brainstorming?groupId=e13f70ef-d850-4916-8bed-c4e6d9bf65c0&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True,e13f70ef-d850-4916-8bed-c4e6d9bf65c0
69,19:724e2664f8314613807c5ddabaf24dad@thread.tacv2,A1 Ontology,2023-10-12T07:50:48.81Z,,standard,https://teams.microsoft.com/l/channel/19%3A724e2664f8314613807c5ddabaf24dad%40thread.tacv2/A1%20Ontology?groupId=e13f70ef-d850-4916-8bed-c4e6d9bf65c0&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True,e13f70ef-d850-4916-8bed-c4e6d9bf65c0
70,19:7f509cb768494b7cb95834bbd5101936@thread.tacv2,E-Tutor,2023-10-12T09:15:07.774Z,,standard,https://teams.microsoft.com/l/channel/19%3A7f509cb768494b7cb95834bbd5101936%40thread.tacv2/E-Tutor?groupId=e13f70ef-d850-4916-8bed-c4e6d9bf65c0&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True,e13f70ef-d850-4916-8bed-c4e6d9bf65c0
71,19:995b24155ffd4772909767f23ad7c16b@thread.tacv2,A0 Gruppenvertrag,2023-10-12T07:50:01.108Z,"hier können wir Sachen für A0, den Gruppenvertrag, besprechen :)",standard,https://teams.microsoft.com/l/channel/19%3A995b24155ffd4772909767f23ad7c16b%40thread.tacv2/A0%20Gruppenvertrag?groupId=e13f70ef-d850-4916-8bed-c4e6d9bf65c0&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True,e13f70ef-d850-4916-8bed-c4e6d9bf65c0
72,19:a3b4000f6fb34c0287a513d56e740eb7@thread.tacv2,B3,2023-10-12T07:52:21.197Z,,standard,https://teams.microsoft.com/l/channel/19%3Aa3b4000f6fb34c0287a513d56e740eb7%40thread.tacv2/B3?groupId=e13f70ef-d850-4916-8bed-c4e6d9bf65c0&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True,e13f70ef-d850-4916-8bed-c4e6d9bf65c0
73,19:b5e8e5586a354a27bf31011cf32d29d0@thread.tacv2,Projektreporter,2023-10-17T08:00:13.737Z,,standard,https://teams.microsoft.com/l/channel/19%3Ab5e8e5586a354a27bf31011cf32d29d0%40thread.tacv2/Projektreporter?groupId=e13f70ef-d850-4916-8bed-c4e6d9bf65c0&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True,e13f70ef-d850-4916-8bed-c4e6d9bf65c0
74,19:ce0952013091452ab469e944961a41b2@thread.tacv2,Projektmanagement,2023-10-17T08:26:28.471Z,,standard,https://teams.microsoft.com/l/channel/19%3Ace0952013091452ab469e944961a41b2%40thread.tacv2/Projektmanagement?groupId=e13f70ef-d850-4916-8bed-c4e6d9bf65c0&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True,e13f70ef-d850-4916-8bed-c4e6d9bf65c0
75,19:e356bcef2dc649129e99ce0c3172b8ea@thread.tacv2,B1,2023-10-12T07:51:56.079Z,,standard,https://teams.microsoft.com/l/channel/19%3Ae356bcef2dc649129e99ce0c3172b8ea%40thread.tacv2/B1?groupId=e13f70ef-d850-4916-8bed-c4e6d9bf65c0&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True,e13f70ef-d850-4916-8bed-c4e6d9bf65c0
76,19:ea86f72ef31942f283f947e76adb057e@thread.tacv2,B2,2023-10-12T07:52:06.965Z,,standard,https://teams.microsoft.com/l/channel/19%3Aea86f72ef31942f283f947e76adb057e%40thread.tacv2/B2?groupId=e13f70ef-d850-4916-8bed-c4e6d9bf65c0&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True,e13f70ef-d850-4916-8bed-c4e6d9bf65c0
77,19:lkhu8yhV9x5jUNsqSuQSXAabqI8qU5aE8jTM0FSzapM1@thread.tacv2,General,2023-09-21T09:41:46.022Z,G7 FIVR 23/24,standard,https://teams.microsoft.com/l/channel/19%3Alkhu8yhV9x5jUNsqSuQSXAabqI8qU5aE8jTM0FSzapM1%40thread.tacv2/G7%20FIVR%2023%2F24?groupId=e13f70ef-d850-4916-8bed-c4e6d9bf65c0&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True,e13f70ef-d850-4916-8bed-c4e6d9bf65c0
78,19:18e8f1a306664dc788f3b88de2284fdb@thread.tacv2,C1,2023-10-17T09:11:19.502Z,,standard,https://teams.microsoft.com/l/channel/19%3A18e8f1a306664dc788f3b88de2284fdb%40thread.tacv2/C1?groupId=e13f70ef-d850-4916-8bed-c4e6d9bf65c0&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True&ngc=True,e13f70ef-d850-4916-8bed-c4e6d9bf65c0
79,19:4bd34761531e4cd29f72df058e2e74c9@thread.tacv2,C2,2023-10-17T09:11:30.633Z,,standard,https://teams.microsoft.com/l/channel/19%3A4bd34761531e4cd29f72df058e2e74c9%40thread.tacv2/C2?groupId=e13f70ef-d850-4916-8bed-c4e6d9bf65c0&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True&ngc=True,e13f70ef-d850-4916-8bed-c4e6d9bf65c0
80,19:5e60b97ac3e44bd0adc78189b7ebc029@thread.tacv2,A2 Brainstorming,2023-10-12T07:51:28.489Z,,standard,https://teams.microsoft.com/l/channel/19%3A5e60b97ac3e44bd0adc78189b7ebc029%40thread.tacv2/A2%20Brainstorming?groupId=e13f70ef-d850-4916-8bed-c4e6d9bf65c0&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True&ngc=True,e13f70ef-d850-4916-8bed-c4e6d9bf65c0
81,19:724e2664f8314613807c5ddabaf24dad@thread.tacv2,A1 Ontology,2023-10-12T07:50:48.81Z,,standard,https://teams.microsoft.com/l/channel/19%3A724e2664f8314613807c5ddabaf24dad%40thread.tacv2/A1%20Ontology?groupId=e13f70ef-d850-4916-8bed-c4e6d9bf65c0&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True&ngc=True,e13f70ef-d850-4916-8bed-c4e6d9bf65c0
82,19:7f509cb768494b7cb95834bbd5101936@thread.tacv2,E-Tutor,2023-10-12T09:15:07.774Z,,standard,https://teams.microsoft.com/l/channel/19%3A7f509cb768494b7cb95834bbd5101936%40thread.tacv2/E-Tutor?groupId=e13f70ef-d850-4916-8bed-c4e6d9bf65c0&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True&ngc=True,e13f70ef-d850-4916-8bed-c4e6d9bf65c0
83,19:995b24155ffd4772909767f23ad7c16b@thread.tacv2,A0 Gruppenvertrag,2023-10-12T07:50:01.108Z,"hier können wir Sachen für A0, den Gruppenvertrag, besprechen :)",standard,https://teams.microsoft.com/l/channel/19%3A995b24155ffd4772909767f23ad7c16b%40thread.tacv2/A0%20Gruppenvertrag?groupId=e13f70ef-d850-4916-8bed-c4e6d9bf65c0&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True&ngc=True,e13f70ef-d850-4916-8bed-c4e6d9bf65c0
84,19:a3b4000f6fb34c0287a513d56e740eb7@thread.tacv2,B3,2023-10-12T07:52:21.197Z,,standard,https://teams.microsoft.com/l/channel/19%3Aa3b4000f6fb34c0287a513d56e740eb7%40thread.tacv2/B3?groupId=e13f70ef-d850-4916-8bed-c4e6d9bf65c0&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True&ngc=True,e13f70ef-d850-4916-8bed-c4e6d9bf65c0
85,19:b5e8e5586a354a27bf31011cf32d29d0@thread.tacv2,Projektreporter,2023-10-17T08:00:13.737Z,,standard,https://teams.microsoft.com/l/channel/19%3Ab5e8e5586a354a27bf31011cf32d29d0%40thread.tacv2/Projektreporter?groupId=e13f70ef-d850-4916-8bed-c4e6d9bf65c0&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True&ngc=True,e13f70ef-d850-4916-8bed-c4e6d9bf65c0
86,19:ce0952013091452ab469e944961a41b2@thread.tacv2,Projektmanagement,2023-10-17T08:26:28.471Z,,standard,https://teams.microsoft.com/l/channel/19%3Ace0952013091452ab469e944961a41b2%40thread.tacv2/Projektmanagement?groupId=e13f70ef-d850-4916-8bed-c4e6d9bf65c0&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True&ngc=True,e13f70ef-d850-4916-8bed-c4e6d9bf65c0
87,19:e356bcef2dc649129e99ce0c3172b8ea@thread.tacv2,B1,2023-10-12T07:51:56.079Z,,standard,https://teams.microsoft.com/l/channel/19%3Ae356bcef2dc649129e99ce0c3172b8ea%40thread.tacv2/B1?groupId=e13f70ef-d850-4916-8bed-c4e6d9bf65c0&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True&ngc=True,e13f70ef-d850-4916-8bed-c4e6d9bf65c0
88,19:ea86f72ef31942f283f947e76adb057e@thread.tacv2,B2,2023-10-12T07:52:06.965Z,,standard,https://teams.microsoft.com/l/channel/19%3Aea86f72ef31942f283f947e76adb057e%40thread.tacv2/B2?groupId=e13f70ef-d850-4916-8bed-c4e6d9bf65c0&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True&ngc=True,e13f70ef-d850-4916-8bed-c4e6d9bf65c0
89,19:lkhu8yhV9x5jUNsqSuQSXAabqI8qU5aE8jTM0FSzapM1@thread.tacv2,General,2023-09-21T09:41:46.022Z,G7 FIVR 23/24,standard,https://teams.microsoft.com/l/channel/19%3Alkhu8yhV9x5jUNsqSuQSXAabqI8qU5aE8jTM0FSzapM1%40thread.tacv2/G7%20FIVR%2023%2F24?groupId=e13f70ef-d850-4916-8bed-c4e6d9bf65c0&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True&ngc=True,e13f70ef-d850-4916-8bed-c4e6d9bf65c0
90,19:67aa170e70d547869145a67024db677d@thread.tacv2,Mediascholars 🚀,2023-10-09T13:15:30.891Z,,private,https://teams.microsoft.com/l/channel/19%3A67aa170e70d547869145a67024db677d%40thread.tacv2/Mediascholars%20%F0%9F%9A%80?groupId=991bc98e-b4e5-4035-a19c-7b6d774411c1&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True,991bc98e-b4e5-4035-a19c-7b6d774411c1
91,19:9c3a77a5120a427495f4fcfc2ac5e3c5@thread.tacv2,Group AAAA,2023-10-09T13:21:03.275Z,Ambitioniert. Adäquat. Administrativ. Artistisch. https://youtube.com/shorts/R7jpe8DLV88?si=yAK9AFVCLe7dfxbD,private,https://teams.microsoft.com/l/channel/19%3A9c3a77a5120a427495f4fcfc2ac5e3c5%40thread.tacv2/Group%20AAAA?groupId=991bc98e-b4e5-4035-a19c-7b6d774411c1&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True,991bc98e-b4e5-4035-a19c-7b6d774411c1
92,19:d8f0db9dfc444ab6a312dd47744995d6@thread.tacv2,Group Digital Defense Dresden,2023-10-09T13:17:35.492Z,,private,https://teams.microsoft.com/l/channel/19%3Ad8f0db9dfc444ab6a312dd47744995d6%40thread.tacv2/Group%20Digital%20Defense%20Dresden?groupId=991bc98e-b4e5-4035-a19c-7b6d774411c1&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True,991bc98e-b4e5-4035-a19c-7b6d774411c1
93,19:fd9831052e4840209ed73fd17f32df11@thread.tacv2,DD MK 311 E,2023-10-09T13:16:13.802Z,,private,https://teams.microsoft.com/l/channel/19%3Afd9831052e4840209ed73fd17f32df11%40thread.tacv2/DD%20MK%20311%20E?groupId=991bc98e-b4e5-4035-a19c-7b6d774411c1&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True,991bc98e-b4e5-4035-a19c-7b6d774411c1
94,19:MTP6F7PpBHQppT772Jw9btbAF9EedfSASRD04EqnoFI1@thread.tacv2,General,2023-10-09T07:12:40.638Z,"Welcome to our comprehensive course designed especially for the digitally-evolved student of today. Dive into an immersive six-week journey where you will collaborate in interdisciplinary teams of 4-5 students, coming together to harness the power of diverse perspectives. This course not only emphasizes key soft skills but also provides practical exposure to digital tools, ensuring you're equipped for the modern workplace.",standard,https://teams.microsoft.com/l/channel/19%3AMTP6F7PpBHQppT772Jw9btbAF9EedfSASRD04EqnoFI1%40thread.tacv2/License%20for%20digital%20Competence?groupId=991bc98e-b4e5-4035-a19c-7b6d774411c1&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True,991bc98e-b4e5-4035-a19c-7b6d774411c1
95,19:67aa170e70d547869145a67024db677d@thread.tacv2,Mediascholars 🚀,2023-10-09T13:15:30.891Z,,private,https://teams.microsoft.com/l/channel/19%3A67aa170e70d547869145a67024db677d%40thread.tacv2/Mediascholars%20%F0%9F%9A%80?groupId=991bc98e-b4e5-4035-a19c-7b6d774411c1&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True&ngc=True,991bc98e-b4e5-4035-a19c-7b6d774411c1
96,19:9c3a77a5120a427495f4fcfc2ac5e3c5@thread.tacv2,Group AAAA,2023-10-09T13:21:03.275Z,Ambitioniert. Adäquat. Administrativ. Artistisch. https://youtube.com/shorts/R7jpe8DLV88?si=yAK9AFVCLe7dfxbD,private,https://teams.microsoft.com/l/channel/19%3A9c3a77a5120a427495f4fcfc2ac5e3c5%40thread.tacv2/Group%20AAAA?groupId=991bc98e-b4e5-4035-a19c-7b6d774411c1&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True&ngc=True,991bc98e-b4e5-4035-a19c-7b6d774411c1
97,19:d8f0db9dfc444ab6a312dd47744995d6@thread.tacv2,Group Digital Defense Dresden,2023-10-09T13:17:35.492Z,,private,https://teams.microsoft.com/l/channel/19%3Ad8f0db9dfc444ab6a312dd47744995d6%40thread.tacv2/Group%20Digital%20Defense%20Dresden?groupId=991bc98e-b4e5-4035-a19c-7b6d774411c1&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True&ngc=True,991bc98e-b4e5-4035-a19c-7b6d774411c1
98,19:fd9831052e4840209ed73fd17f32df11@thread.tacv2,DD MK 311 E,2023-10-09T13:16:13.802Z,,private,https://teams.microsoft.com/l/channel/19%3Afd9831052e4840209ed73fd17f32df11%40thread.tacv2/DD%20MK%20311%20E?groupId=991bc98e-b4e5-4035-a19c-7b6d774411c1&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True&ngc=True,991bc98e-b4e5-4035-a19c-7b6d774411c1
99,19:MTP6F7PpBHQppT772Jw9btbAF9EedfSASRD04EqnoFI1@thread.tacv2,General,2023-10-09T07:12:40.638Z,"Welcome to our comprehensive course designed especially for the digitally-evolved student of today. Dive into an immersive six-week journey where you will collaborate in interdisciplinary teams of 4-5 students, coming together to harness the power of diverse perspectives. This course not only emphasizes key soft skills but also provides practical exposure to digital tools, ensuring you're equipped for the modern workplace.",standard,https://teams.microsoft.com/l/channel/19%3AMTP6F7PpBHQppT772Jw9btbAF9EedfSASRD04EqnoFI1%40thread.tacv2/License%20for%20digital%20Competence?groupId=991bc98e-b4e5-4035-a19c-7b6d774411c1&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True&ngc=True,991bc98e-b4e5-4035-a19c-7b6d774411c1
100,19:1455e851b4d44f03828941328117c188@thread.tacv2,Arbeitsraum 2,2023-11-03T15:25:27.315Z,,standard,https://teams.microsoft.com/l/channel/19%3A1455e851b4d44f03828941328117c188%40thread.tacv2/Arbeitsraum%202?groupId=ddeb930b-a6af-4cb6-87a4-e422bcde6951&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True,ddeb930b-a6af-4cb6-87a4-e422bcde6951
101,19:2d8bb2e6b15b4ae3a9651e1b060daec7@thread.tacv2,Arbeitsraum 1,2023-11-03T15:24:19.36Z,,standard,https://teams.microsoft.com/l/channel/19%3A2d8bb2e6b15b4ae3a9651e1b060daec7%40thread.tacv2/Arbeitsraum%201?groupId=ddeb930b-a6af-4cb6-87a4-e422bcde6951&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True,ddeb930b-a6af-4cb6-87a4-e422bcde6951
102,19:3ca1a28f6b7b4b65a1c0cbf73541845e@thread.tacv2,Finale Präsentation,2023-11-03T15:24:33.949Z,,standard,https://teams.microsoft.com/l/channel/19%3A3ca1a28f6b7b4b65a1c0cbf73541845e%40thread.tacv2/Finale%20Pr%C3%A4sentation?groupId=ddeb930b-a6af-4cb6-87a4-e422bcde6951&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True,ddeb930b-a6af-4cb6-87a4-e422bcde6951
103,19:7927c02f295e41d784bfd47f96a8766b@thread.tacv2,Arbeitsraum 3,2023-10-17T13:48:40.909Z,Aufgabe A1 1.1,standard,https://teams.microsoft.com/l/channel/19%3A7927c02f295e41d784bfd47f96a8766b%40thread.tacv2/Arbeitsraum%203?groupId=ddeb930b-a6af-4cb6-87a4-e422bcde6951&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True,ddeb930b-a6af-4cb6-87a4-e422bcde6951
104,19:9609853f96d2437fa9f22206638c7b3d@thread.tacv2,Zufällig,2023-10-15T19:46:17.628Z,"Kanal für Dies und Das was interessant ist, gern auch off topic :)",standard,https://teams.microsoft.com/l/channel/19%3A9609853f96d2437fa9f22206638c7b3d%40thread.tacv2/Zuf%C3%A4llig?groupId=ddeb930b-a6af-4cb6-87a4-e422bcde6951&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True,ddeb930b-a6af-4cb6-87a4-e422bcde6951
105,19:b10ec1d9b2a748a49c6c444ce57b345c@thread.tacv2,technologische Analyse,2023-10-17T13:49:52.66Z,,standard,https://teams.microsoft.com/l/channel/19%3Ab10ec1d9b2a748a49c6c444ce57b345c%40thread.tacv2/technologische%20Analyse?groupId=ddeb930b-a6af-4cb6-87a4-e422bcde6951&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True,ddeb930b-a6af-4cb6-87a4-e422bcde6951
106,19:b6fae4690b4747598db68956adfbc4f5@thread.tacv2,Arbeitsraum 4,2023-10-17T13:49:38.367Z,,standard,https://teams.microsoft.com/l/channel/19%3Ab6fae4690b4747598db68956adfbc4f5%40thread.tacv2/Arbeitsraum%204?groupId=ddeb930b-a6af-4cb6-87a4-e422bcde6951&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True,ddeb930b-a6af-4cb6-87a4-e422bcde6951
107,19:c34e3303c5f94ea7ac8e33cb311a5068@thread.tacv2,PP-Präsentation,2023-10-17T13:50:05.422Z,,standard,https://teams.microsoft.com/l/channel/19%3Ac34e3303c5f94ea7ac8e33cb311a5068%40thread.tacv2/PP-Pr%C3%A4sentation?groupId=ddeb930b-a6af-4cb6-87a4-e422bcde6951&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True,ddeb930b-a6af-4cb6-87a4-e422bcde6951
108,19:iNq_D4c6VJ1w-IBN4GvikPn9To2jXyxCQkMGnIZAk9c1@thread.tacv2,General,2023-09-21T09:39:40.608Z,G3 FIVR 23/24,standard,https://teams.microsoft.com/l/channel/19%3AiNq_D4c6VJ1w-IBN4GvikPn9To2jXyxCQkMGnIZAk9c1%40thread.tacv2/G3%20FIVR%2023%2F24?groupId=ddeb930b-a6af-4cb6-87a4-e422bcde6951&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True,ddeb930b-a6af-4cb6-87a4-e422bcde6951
109,19:1455e851b4d44f03828941328117c188@thread.tacv2,Arbeitsraum 2,2023-11-03T15:25:27.315Z,,standard,https://teams.microsoft.com/l/channel/19%3A1455e851b4d44f03828941328117c188%40thread.tacv2/Arbeitsraum%202?groupId=ddeb930b-a6af-4cb6-87a4-e422bcde6951&tenantId=b79162dc-8d04-44f6-b3b2-c5a1d0b1b9a1&allowXTenantAccess=True&ngc=True,ddeb930b-a6af-4cb6-87a4-e422bcde6951
